Date,Weekly Close,Weekly Volume,Weekly Volatility,Weekly Variance,14 Week MA Volatility,Weekly Weighted Volume,14 Week VWAP MA,,Multiple calculation,Buy/Sell Multiplier,,Price lower 2 SD,price upper 2 SD,Price lower 3 SD,price upper 3 SD,Price lower 4 SD,price upper 4 SD,,AVG,MIN,MAX,AVG VAR,SD
,,,,,,,,,,,,,,,,,,,1.27%,-100.00%,45.94%,1.10%,10.51%
9-22-2014,$400.88,,0.00%,0.02%,,,,,,,,,,,,,,,,,,,
9-29-2014,$373.06,"$186,772,600",-6.94%,0.67%,4.91%,"$69,677,386,156",$373.06,,100.00%,,,$336.45,$409.67,$318.14,$427.98,$299.83,$446.29,100.00%,,,,,
10-6-2014,$326.80,"$276,657,896",-12.40%,1.87%,6.21%,"$90,411,800,413",$345.44,,100.00%,,,$302.51,$388.38,$281.04,$409.85,$259.57,$431.32,100.00%,,,,,
10-13-2014,$391.99,"$341,152,804",19.95%,3.49%,14.14%,"$133,728,487,640",$365.18,,100.00%,,,$261.91,$468.45,$210.28,$520.08,$158.65,$571.71,100.00%,,,,,
10-20-2014,$381.19,"$156,902,070",-2.76%,0.16%,12.31%,"$59,809,500,063",$367.79,,100.00%,,,$277.21,$458.37,$231.93,$503.66,$186.64,$548.95,100.00%,,,,,
10-27-2014,$350.02,"$113,691,800",-8.18%,0.89%,11.46%,"$39,794,403,836",$365.91,,100.00%,,,$282.05,$449.77,$240.12,$491.70,$198.19,$533.63,100.00%,,,,,
11-3-2014,$325.36,"$107,075,700",-7.05%,0.69%,10.65%,"$34,838,149,752",$362.24,,100.00%,,,$285.07,$439.41,$246.48,$478.00,$207.89,$516.59,100.00%,,,,,
11-10-2014,$365.50,"$116,793,470",12.34%,1.22%,11.17%,"$42,688,013,285",$362.53,,100.00%,,,$281.56,$443.50,$241.08,$483.99,$200.59,$524.48,100.00%,,,,,
11-17-2014,$387.50,"$208,239,500",6.02%,0.23%,10.68%,"$80,692,806,250",$365.98,,100.00%,,,$287.82,$444.15,$248.74,$483.23,$209.66,$522.31,100.00%,,,,,
11-24-2014,$376.99,"$178,181,000",-2.71%,0.16%,10.11%,"$67,172,455,190",$367.15,,100.00%,,,$292.93,$441.36,$255.82,$478.47,$218.71,$515.58,100.00%,,,,,
12-1-2014,$379.11,"$131,238,570",0.56%,0.01%,9.59%,"$49,753,854,273",$368.01,,100.00%,,,$297.42,$438.60,$262.12,$473.90,$226.82,$509.20,100.00%,,,,,
12-8-2014,$363.22,"$80,679,570",-4.19%,0.30%,9.22%,"$29,304,433,415",$367.81,,100.00%,,,$299.98,$435.64,$266.06,$469.55,$232.15,$503.46,100.00%,,,,,
12-15-2014,$347.10,"$141,754,100",-4.44%,0.33%,8.90%,"$49,202,848,110",$366.37,,100.00%,,,$301.17,$431.56,$268.58,$464.16,$235.98,$496.75,100.00%,,,,,
12-22-2014,$331.84,"$184,757,400",-4.40%,0.32%,8.60%,"$61,309,895,616",$363.50,,100.00%,,,$300.95,$426.05,$269.68,$457.32,$238.40,$488.59,100.00%,,,,,
12-29-2014,$313.07,"$107,137,540",-5.66%,0.48%,8.68%,"$33,541,549,648",$361.18,,100.00%,,,$298.45,$423.92,$267.08,$455.28,$235.71,$486.65,100.00%,,,,,
1-5-2015,$275.00,"$143,354,400",-12.16%,1.80%,9.04%,"$39,422,460,000",$354.81,,243.87%,2,,$290.63,$418.99,$258.54,$451.08,$226.45,$483.18,243.87%,,,,,
1-12-2015,$268.62,"$164,241,500",-2.32%,0.13%,8.52%,"$44,118,551,730",$351.87,,223.67%,2,,$291.90,$411.83,$261.92,$441.81,$231.93,$471.80,223.67%,,,,,
1-19-2015,$216.89,"$363,112,212",-19.26%,4.22%,7.46%,"$78,755,407,661",$323.33,,256.48%,4,,$275.10,$371.56,$250.98,$395.67,$226.87,$419.79,295.00%,,,,,
1-26-2015,$273.95,"$189,165,500",26.31%,6.27%,11.00%,"$51,821,888,725",$315.07,,100.00%,,,$245.77,$384.37,$211.12,$419.02,$176.47,$453.67,100.00%,,,,,
2-2-2015,$240.09,"$306,840,500",-12.36%,1.86%,11.24%,"$73,669,335,645",$303.93,,100.00%,,,$235.62,$372.24,$201.46,$406.40,$167.30,$440.56,100.00%,,,,,
2-9-2015,$220.77,"$183,691,200",-8.05%,0.87%,11.28%,"$40,553,506,224",$296.90,,237.88%,2,,$229.94,$363.85,$196.47,$397.33,$162.99,$430.81,237.88%,,,,,
2-16-2015,$235.09,"$230,343,800",6.49%,0.27%,10.79%,"$54,151,523,942",$288.38,,100.00%,,,$226.12,$350.65,$194.99,$381.78,$163.86,$412.91,100.00%,,,,,
2-23-2015,$239.07,"$154,676,000",1.69%,0.00%,10.59%,"$36,978,391,320",$277.34,,100.00%,,,$218.60,$336.08,$189.23,$365.45,$159.86,$394.82,100.00%,,,,,
3-2-2015,$276.32,"$138,892,900",15.58%,2.05%,11.69%,"$38,378,886,128",$270.24,,100.00%,,,$207.08,$333.39,$175.50,$364.97,$143.92,$396.55,100.00%,,,,,
3-9-2015,$290.13,"$242,425,100",5.00%,0.14%,11.81%,"$70,334,794,263",$266.64,,100.00%,,,$203.67,$329.61,$172.19,$361.09,$140.70,$392.57,100.00%,,,,,
3-16-2015,$291.39,"$259,502,000",0.43%,0.01%,11.78%,"$75,616,287,780",$266.15,,100.00%,,,$203.42,$328.88,$172.06,$360.24,$140.69,$391.61,100.00%,,,,,
3-23-2015,$266.78,"$206,778,200",-8.45%,0.94%,11.92%,"$55,164,288,196",$262.20,,100.00%,,,$199.68,$324.73,$168.41,$356.00,$137.15,$387.26,100.00%,,,,,
3-30-2015,$248.34,"$179,497,700",-6.91%,0.67%,11.99%,"$44,576,458,818",$256.85,,100.00%,,,$195.24,$318.47,$164.43,$349.28,$133.63,$380.08,100.00%,,,,,
4-6-2015,$256.37,"$150,120,700",3.23%,0.04%,11.99%,"$38,486,443,859",$254.76,,100.00%,,,$193.69,$315.84,$163.15,$346.38,$132.61,$376.91,100.00%,,,,,
4-13-2015,$225.51,"$147,866,600",-12.04%,1.77%,11.98%,"$33,345,396,966",$252.28,,100.00%,,,$191.85,$312.72,$161.63,$342.94,$131.41,$373.16,100.00%,,,,,
4-20-2015,$224.89,"$158,658,500",-0.27%,0.02%,11.97%,"$35,680,710,065",$249.87,,100.00%,,,$190.05,$309.69,$160.14,$339.60,$130.23,$369.51,100.00%,,,,,
4-27-2015,$227.33,"$148,576,200",1.08%,0.00%,10.70%,"$33,775,827,546",$253.07,,100.00%,,,$198.91,$307.23,$171.83,$334.30,$144.75,$361.38,100.00%,,,,,
5-4-2015,$238.98,"$162,643,200",5.12%,0.15%,7.97%,"$38,868,471,936",$250.73,,100.00%,,,$210.76,$290.70,$190.77,$310.69,$170.79,$330.68,100.00%,,,,,
5-11-2015,$242.25,"$166,059,200",1.37%,0.00%,7.23%,"$40,227,841,200",$251.46,,100.00%,,,$215.09,$287.84,$196.90,$306.03,$178.71,$324.22,100.00%,,,,,
5-18-2015,$232.88,"$130,322,100",-3.87%,0.26%,6.94%,"$30,349,410,648",$252.76,,100.00%,,,$217.67,$287.86,$200.12,$305.41,$182.57,$322.96,100.00%,,,,,
5-25-2015,$237.00,"$114,746,500",1.77%,0.00%,6.75%,"$27,194,920,500",$253.72,,100.00%,,,$219.49,$287.96,$202.37,$305.08,$185.25,$322.19,100.00%,,,,,
6-1-2015,$223.28,"$107,149,900",-5.79%,0.50%,6.92%,"$23,924,429,672",$253.29,,100.00%,,,$218.24,$288.34,$200.71,$305.87,$183.19,$323.40,100.00%,,,,,
6-8-2015,$228.77,"$121,536,400",2.46%,0.01%,5.31%,"$27,803,882,228",$250.60,,100.00%,,,$223.99,$277.21,$210.69,$290.51,$197.39,$303.81,100.00%,,,,,
6-15-2015,$236.79,"$121,541,200",3.51%,0.05%,5.19%,"$28,779,740,748",$245.42,,100.00%,,,$219.96,$270.89,$207.22,$283.62,$194.49,$296.36,100.00%,,,,,
6-22-2015,$247.02,"$191,537,000",4.32%,0.09%,5.39%,"$47,313,469,740",$239.91,,100.00%,,,$214.05,$265.76,$201.12,$278.69,$188.19,$291.62,100.00%,,,,,
6-29-2015,$256.65,"$115,888,900",3.90%,0.07%,5.08%,"$29,742,886,185",$238.11,,100.00%,,,$213.90,$262.32,$201.80,$274.43,$189.69,$286.53,100.00%,,,,,
7-6-2015,$269.14,"$206,668,700",4.87%,0.13%,4.85%,"$55,622,813,918",$240.35,,-25.09%,-2,,$217.05,$263.66,$205.39,$275.31,$193.74,$286.96,-25.09%,,,,,
7-13-2015,$292.65,"$353,198,700",8.74%,0.56%,5.27%,"$103,363,599,555",$247.50,,-41.99%,-3,,$221.40,$273.61,$208.34,$286.67,$195.29,$299.72,-41.99%,,,,,
7-20-2015,$279.11,"$235,861,300",-4.63%,0.35%,4.10%,"$65,831,247,443",$252.09,,-23.86%,-2,,$231.44,$272.75,$221.11,$283.07,$210.78,$293.40,-23.86%,,,,,
7-27-2015,$294.43,"$157,457,100",5.49%,0.18%,4.18%,"$46,360,093,953",$256.80,,-31.16%,-3,,$235.32,$278.27,$224.59,$289.01,$213.85,$299.75,-31.16%,,,,,
8-3-2015,$282.19,"$162,700,300",-4.16%,0.29%,4.49%,"$45,912,397,657",$260.42,,100.00%,,,$237.01,$283.83,$225.31,$295.54,$213.60,$307.25,100.00%,,,,,
8-10-2015,$264.93,"$207,110,300",-6.12%,0.55%,4.82%,"$54,869,731,779",$262.27,,100.00%,,,$237.00,$287.55,$224.36,$300.19,$211.72,$312.82,100.00%,,,,,
8-17-2015,$258.01,"$177,043,500",-2.61%,0.15%,4.90%,"$45,678,993,435",$263.34,,100.00%,,,$237.52,$289.16,$224.61,$302.07,$211.70,$314.98,100.00%,,,,,
8-24-2015,$211.96,"$221,695,600",-17.85%,3.66%,6.89%,"$46,990,599,376",$260.37,,253.10%,2,,$224.47,$296.26,$206.52,$314.21,$188.57,$332.16,253.10%,,,,,
8-31-2015,$230.69,"$241,915,000",8.84%,0.57%,7.31%,"$55,807,371,350",$258.65,,100.00%,,,$220.82,$296.48,$201.90,$315.40,$182.99,$334.32,100.00%,,,,,
9-7-2015,$240.63,"$144,635,800",4.31%,0.09%,7.19%,"$34,803,712,554",$259.10,,100.00%,,,$221.85,$296.34,$203.22,$314.97,$184.60,$333.59,100.00%,,,,,
9-14-2015,$230.95,"$148,588,700",-4.02%,0.28%,7.28%,"$34,316,560,265",$258.91,,100.00%,,,$221.21,$296.61,$202.36,$315.46,$183.51,$334.31,100.00%,,,,,
9-21-2015,$226.77,"$126,654,700",-1.81%,0.10%,7.24%,"$28,721,486,319",$258.40,,100.00%,,,$220.98,$295.82,$202.27,$314.52,$183.56,$333.23,100.00%,,,,,
9-28-2015,$240.02,"$137,307,600",5.84%,0.21%,7.32%,"$32,956,570,152",$258.27,,100.00%,,,$220.44,$296.09,$201.53,$315.00,$182.62,$333.91,100.00%,,,,,
10-5-2015,$240.96,"$136,796,200",0.39%,0.01%,7.24%,"$32,962,412,352",$257.45,,100.00%,,,$220.17,$294.73,$201.53,$313.37,$182.89,$332.00,100.00%,,,,,
10-12-2015,$246.09,"$142,478,600",2.13%,0.01%,7.13%,"$35,062,558,674",$255.89,,100.00%,,,$219.40,$292.38,$201.16,$310.62,$182.92,$328.86,100.00%,,,,,
10-19-2015,$264.36,"$199,808,300",7.42%,0.38%,7.01%,"$52,821,322,188",$251.26,,100.00%,,,$216.05,$286.48,$198.44,$304.09,$180.83,$321.69,100.00%,,,,,
10-26-2015,$286.70,"$220,696,500",8.45%,0.52%,7.28%,"$63,273,686,550",$251.78,,100.00%,,,$215.12,$288.43,$196.80,$306.76,$178.47,$325.09,100.00%,,,,,
11-2-2015,$364.62,"$357,648,800",27.18%,6.71%,10.17%,"$130,405,905,456",$264.60,,-102.21%,-3,,$210.78,$318.41,$183.88,$345.31,$156.97,$372.22,-102.21%,,,,,
11-9-2015,$380.50,"$954,934,692",4.36%,0.09%,10.03%,"$363,352,650,306",$296.15,,-29.24%,-2,,$236.76,$355.53,$207.07,$385.22,$177.38,$414.91,-29.24%,,,,,
11-16-2015,$331.13,"$484,398,204",-12.98%,2.03%,10.63%,"$160,398,777,291",$302.48,,100.00%,,,$238.15,$366.81,$205.99,$398.98,$173.82,$431.14,100.00%,,,,,
11-23-2015,$323.01,"$292,569,400",-2.45%,0.14%,10.63%,"$94,502,841,894",$306.13,,100.00%,,,$241.05,$371.20,$208.52,$403.73,$175.98,$436.27,100.00%,,,,,
11-30-2015,$377.39,"$337,018,400",16.84%,2.42%,9.61%,"$127,187,373,976",$317.56,,100.00%,,,$256.55,$378.58,$226.04,$409.08,$195.53,$439.59,100.00%,,,,,
